,name,institute,provider,date,review,rating
1242,Analyzing Big Data with SQL,Cloudera,Coursera,"10th Aug, 2020",None,-1
1243,Foundations for Big Data Analysis with SQL,Cloudera,Coursera,"10th Aug, 2020",None,-1
1244,AD,Cambridge Judge Business School Executive Education,-1,Self Paced,None,5.0
1245,Google Cloud Platform Fundamentals: Core Infrastructure dalam bahasa Indonesia,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1246,Advanced App Development in Android Capstone,Imperial College London,Coursera,"10th Aug, 2020",None,-1
1247,3D Graphics in Android: Sensors and VR,Imperial College London,Coursera,"10th Aug, 2020",None,-1
1248,Android Graphics with OpenGL ES,Imperial College London,Coursera,"10th Aug, 2020",None,-1
1249,Introduction to Android graphics,Imperial College London,Coursera,"10th Aug, 2020",None,-1
1250,Data Processing and Feature Engineering with MATLAB,MathWorks,Coursera,"10th Aug, 2020",None,-1
1251,Understanding Your Google Cloud Platform (GCP) Costs,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1252,Automating Real-World Tasks with Python,Google,Coursera,"10th Aug, 2020",None,-1
1253,Optimizing Your Google Cloud Platform (GCP) Costs,Google Cloud,Coursera,"10th Aug, 2020",1 Reviews,5.0
1254,Build a Table Layout App in Android Studio,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1255,Retrieve Data with Multiple-Table SQL Queries,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1256,AD,Cornell University,-1,Self Paced,None,5.0
1257,Retrieve Data using Single-Table SQL Queries,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1258,Build a Full Website using WordPress,Coursera Project Network,Coursera,"10th Aug, 2020",1 Reviews,4.0
1259,Build a Persistent Storage App in Android Studio,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1260,Security Best Practices in Google Cloud,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1261,Hybrid Cloud Infrastructure Foundations with Anthos,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1262,Hybrid Cloud Service Mesh with Anthos,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1263,Introduction to HTML,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1264,Processing Data with Python,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1265,Testing and Debugging Python,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1266,Introduction to Bash Shell Scripting,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1267,Images and Links in HTML,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1268,AD,Columbia Engineering Executive Education,-1,Self Paced,None,5.0
1269,Database Design and Diagramming in Dia,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1270,Image Processing with Python,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1271,Relational Modeling in Dia,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1272,Introduction to Virtual Reality,University of London International Programmes,Coursera,"10th Aug, 2020",1 Reviews,5.0
1273,3D Models for Virtual Reality,University of London International Programmes,Coursera,"10th Aug, 2020",1 Reviews,5.0
1274,3D Interaction Design in Virtual Reality,University of London International Programmes,Coursera,"10th Aug, 2020",None,-1
1275,Making Your First Virtual Reality Game,University of London International Programmes,Coursera,"10th Aug, 2020",None,-1
1276,Building Interactive 3D Characters and Social VR,University of London International Programmes,Coursera,"10th Aug, 2020",None,-1
1277,More C# Programming and Unity,University of Colorado System,Coursera,"10th Aug, 2020",1 Reviews,5.0
1278,Introduction to C# Programming and Unity,University of Colorado System,Coursera,"10th Aug, 2020",1 Reviews,5.0
1279,Intermediate Object-Oriented Programming for Unity Games,University of Colorado System,Coursera,"10th Aug, 2020",None,-1
1280,AD,University of Michigan,-1,Self Paced,None,5.0
1281,C# Programming for Unity Game Development Capstone Project,University of Colorado System,Coursera,"10th Aug, 2020",None,-1
1282,Data Structures and Design Patterns for Game Developers,University of Colorado System,Coursera,"10th Aug, 2020",None,-1
1283,Разработка веб-сервисов на Go - основы языка,Moscow Institute of Physics and Technology,Coursera,"10th Aug, 2020",None,-1
1284,Software Design Methods and Tools,University of Colorado System,Coursera,"10th Aug, 2020",None,-1
1285,Software Design as an Element of the Software Development Lifecycle,University of Colorado System,Coursera,"10th Aug, 2020",None,-1
1286,Software Design as an Abstraction,University of Colorado System,Coursera,"10th Aug, 2020",None,-1
1287,Software Design Threats and Mitigations,University of Colorado System,Coursera,"10th Aug, 2020",None,-1
1288,AD,Columbia Engineering Executive Education,-1,Self Paced,None,5.0
1289,VR and 360 Video Production,Google Daydream Impact,Coursera,"10th Aug, 2020",None,-1
1290,"Pointers, Arrays, and Recursion",Duke University,Coursera,"10th Aug, 2020",None,-1
1291,Разработка сайта на WordPress,Saint Petersburg State University,Coursera,"10th Aug, 2020",None,-1
1292,Protecting Cloud Architecture with Alibaba Cloud,Alibaba,Coursera,"10th Aug, 2020",None,-1
1293,Get an email when new courses are available,-1,-1,Self Paced,None,-1
1294,Planning for your G Suite Deployment,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1295,Google Cloud Product Fundamentals en Français,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1296,Google Cloud Product Fundamentals em Português Brasileiro,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1297,Google Cloud Product Fundamentals 日本語版,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1298,Google Cloud Product Fundamentals en Español,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1299,Create a Python Application using PyMongo and MongoDB Database,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1300,AD,University of Cambridge,-1,Self Paced,None,5.0
1301,Class Creation in Object Oriented Python,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1302,Create a Python Application using MySQL,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1303,Build a Database from a Relational Model,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1304,Python Dynamic HTML Web Server,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1305,Create Your First Automation Script Using Selenium and Java,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1306,Create Power-Ups and Obstacles with C# in Unity,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1307,Google Cloud Product Fundamentals auf Deutsch,Google Cloud,Coursera,"10th Aug, 2020",None,-1
1308,Programming with Scratch,The Hong Kong University of Science and Technology,Coursera,"10th Aug, 2020",1 Reviews,2.0
1309,Create a text adventure game with Ink,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1310,Create an interactive fiction adventure game with Python,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1311,Python Tricks and Hacks for Productivity,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1312,AD,London Business School,-1,Self Paced,None,5.0
1313,Introduction to Pointers and Memory Management in C/C++,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1314,Build an App in Android Studio using Read-Write,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1315,Introducción a UML,Universidad de los Andes,Coursera,"10th Aug, 2020",None,-1
1316,Testing for Web Accessibility With Accessibility Insights,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1317,Create Your First Application with Java Using Networking,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1318,iPad Music Player in XD,Coursera Project Network,Coursera,"10th Aug, 2020",None,-1
1319,Mastering Programming with MATLAB,Vanderbilt University,Coursera,"10th Aug, 2020",None,-1
1320,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,Coursera,"11th Aug, 2020",None,-1
1321,Introduction to Redis Data Structures,Redis University,Independent,"11th Aug, 2020",None,-1
1322,Redis for Java Developers,Redis University,Independent,"11th Aug, 2020",None,-1
1323,Redis for JavaScript Developers,Redis University,Independent,"11th Aug, 2020",None,-1
1324,AD,Cambridge Judge Business School Executive Education,-1,Self Paced,None,5.0
1325,RediSearch,Redis University,Independent,"11th Aug, 2020",None,-1
1326,Redis Streams,Redis University,Independent,"11th Aug, 2020",None,-1
1327,Основы разработки на С++: коричневый пояс,Moscow Institute of Physics and Technology,Coursera,"12th Aug, 2020",None,-1
1328,Python 3 : des fondamentaux aux concepts avancés du langage,Université Côte d'Azur,France Université Numerique,"17th Sep, 2018",2 Reviews,5.0
1329,Introduction to a Web of Linked Data,Inria (French Institute for Research in Computer Science and Automation),France Université Numerique,"4th Feb, 2019",None,-1
1330,Programmation objet immersive en Pharo / Live Object Programming in Pharo,Inria (French Institute for Research in Computer Science and Automation),France Université Numerique,"6th May, 2019",None,-1
1331,Database and Content Organisation,IGNOU,Swayam,"31st May, 2020",None,-1
1332,Desarrollo y Diseño de Videojuegos: Proyecto final,Universidad de los Andes,Coursera,"15th Jun, 2020",None,-1
1333,Initiation à la programmation (en C++),École Polytechnique Fédérale de Lausanne,Coursera,"15th Jun, 2020",3 Reviews,5.0
1334,Introduction à la programmation orientée objet (en Java),École Polytechnique Fédérale de Lausanne,Coursera,"28th Jun, 2020",1 Reviews,5.0
1335,Introduction à la programmation orientée objet (en C++),École Polytechnique Fédérale de Lausanne,Coursera,"29th Jun, 2020",4 Reviews,3.8
1336,AD,MIT Sloan School of Management,-1,Self Paced,None,5.0
1337,Projet de programmation (en Java),École Polytechnique Fédérale de Lausanne,Coursera,"29th Jun, 2020",None,-1
1338,CIT-003:  Web Based Technologies and Multimedia Applications,IGNOU,Swayam,"30th Jun, 2020",None,-1
1339,Initiation à la programmation (en Java),École Polytechnique Fédérale de Lausanne,Coursera,"6th Jul, 2020",1 Reviews,5.0
1340,Capstone: Photo Tourist Web Application,Johns Hopkins University,Coursera,"13th Jul, 2020",None,-1
1341,Introduction to Programming in C,Indian Institute of Technology Kanpur,Swayam,"19th Jul, 2020",2 Reviews,2.5
1342,Programming in C++,"Indian Institute of Technology, Kharagpur",Swayam,"19th Jul, 2020",None,-1
1343,Programming in Java,"Indian Institute of Technology, Kharagpur",Swayam,"19th Jul, 2020",None,-1
1344,AD,Imperial College Business School Executive Education,-1,Self Paced,None,5.0
1345,Cloud Computing,"Indian Institute of Technology, Kharagpur",Swayam,"19th Jul, 2020",None,-1
1346,Introduction To Haskell Programming,Chennai Mathematical Institute,Swayam,"19th Jul, 2020",None,-1
1347,Problem Solving through Programming in C,"Indian Institute of Technology, Kharagpur",Swayam,"19th Jul, 2020",None,-1
1348,Object oriented analysis and design,"Indian Institute of Technology, Kharagpur",Swayam,"19th Jul, 2020",None,-1
1349,Get an email when new courses are available,-1,-1,Self Paced,None,-1
1350,Software Engineering,"Indian Institute of Technology, Kharagpur",Swayam,"19th Jul, 2020",1 Reviews,3.0
1351,Software testing,Indian Institute of Technology Bangalore,Swayam,"19th Jul, 2020",None,-1
1352,Programming in Java,"Indian Institute of Technology, Kharagpur",Swayam,"19th Jul, 2020",None,-1
1353,Introduction to Industry 4.0 and Industrial Internet of Things,"Indian Institute of Technology, Kharagpur",Swayam,"19th Jul, 2020",None,-1
1354,The Joy of Computing using Python,"Indian Institute of Technology, Ropar",Swayam,"19th Jul, 2020",2 Reviews,5.0
1355,"Object Oriented System Development using UML, Java and Patterns","Indian Institute of Technology, Kharagpur",Swayam,"19th Jul, 2020",None,-1
1356,AD,EMERITUS,-1,Self Paced,None,5.0
1357,Data Structure and algorithms using Java,"Indian Institute of Technology, Kharagpur",Swayam,"19th Jul, 2020",None,-1
1358,Scientific Computing using Matlab,Indian Institute of Technology Delhi,Swayam,"19th Jul, 2020",None,-1
1359,Introducción a R,Universidad Anáhuac,edX,"20th Jul, 2020",None,-1
1360,Introducción a la programación. Descubre el lenguaje de la era digital.,Fundación Telefónica,Miríadax,"20th Jul, 2020",None,-1
1361,Agile Development in Practice (Project-centered Course),University of Virginia,Coursera,"27th Jul, 2020",None,-1
1362,Create Accessible Interfaces,Institute of Coding,FutureLearn,"27th Jul, 2020",None,-1
1363,M121: The MongoDB Aggregation Framework,-1,MongoDB University,"28th Jul, 2020",None,-1
1364,M220P: MongoDB for Python Developers,-1,MongoDB University,"28th Jul, 2020",None,-1
1365,M001: MongoDB Basics,-1,MongoDB University,"28th Jul, 2020",1 Reviews,4.0
1366,M201: MongoDB Performance,-1,MongoDB University,"28th Jul, 2020",None,-1
1367,M310: MongoDB Security,-1,MongoDB University,"28th Jul, 2020",None,-1
1368,AD,MIT xPRO,-1,Self Paced,None,5.0
1369,M312: Diagnostics and Debugging,-1,MongoDB University,"28th Jul, 2020",None,-1
1370,M103: Basic Cluster Administration,-1,MongoDB University,"28th Jul, 2020",4 Reviews,2.5
1371,M220J: MongoDB for Java Developers,MongoDB University,MongoDB University,"28th Jul, 2020",None,-1
1372,M220JS: MongoDB for Javascript Developers,MongoDB University,MongoDB University,"28th Jul, 2020",None,-1
1373,M320: Data Modeling,-1,MongoDB University,"28th Jul, 2020",None,-1
1374,M220N: MongoDB for .NET Developers,-1,MongoDB University,"28th Jul, 2020",None,-1
1375,Programmazione I,University of Naples Federico II,Federica,"17th Nov, 2011",None,-1
1376,Software as a Service,"University of California, Berkeley",Coursera,"20th Feb, 2012",3 Reviews,3.3
1377,Web Development,-1,Udacity,"16th Apr, 2012",19 Reviews,4.4
1378,Software Engineering for SaaS,"University of California, Berkeley",Coursera,"13th Jul, 2012",1 Reviews,4.0
1379,CSCI 1730 - Introduction to Programming Languages,Brown University,Independent,Self Paced,None,-1
1380,AD,UC Berkeley Executive Education,-1,Self Paced,None,5.0
1381,M101: MongoDB for Developers,-1,MongoDB University,"22nd Oct, 2012",4 Reviews,4.0
1382,Game Design Concepts,-1,Canvas Network,"7th Jan, 2013",1 Reviews,5.0
1383,Android. Programación de Aplicaciones,-1,Miríadax,"31st Jan, 2013",1 Reviews,1.0
1384,"iDESWEB, Introducción al desarrollo web",-1,Miríadax,"31st Jan, 2013",1 Reviews,5.0
1385,Intro to Parallel Programming,Nvidia,Udacity,"4th Feb, 2013",7 Reviews,3.4
1386,HTML5 Game Development,Google,Udacity,"4th Feb, 2013",5 Reviews,3.4
1387,Pattern-Oriented Software Architectures for Concurrent and Networked Software,Vanderbilt University,Coursera,"4th Mar, 2013",3 Reviews,5.0
1388,Functional Hardware Verification,Cadence,Udacity,"12th Mar, 2013",2 Reviews,5.0
1389,Computational Photography,Georgia Institute of Technology,Coursera,"25th Mar, 2013",3 Reviews,3.0
1390,Introduction aux réseaux cellulaires,Institut Mines-Télécom,Independent,"2nd Apr, 2013",None,-1
1391,Building a Basic Website,University of Massachusetts Amherst,Independent,"20th May, 2013",None,-1
1392,AD,Cornell University,-1,Self Paced,None,5.0
1393,Intro to Java Programming,San Jose State University,Udacity,"3rd Jun, 2013",26 Reviews,2.5
1394,Introduction to Systematic Program Design - Part 1,The University of British Columbia,Coursera,"4th Sep, 2013",6 Reviews,4.8
1395,Mobiles for Development,Indian Institute of Technology Kanpur,Independent,"2nd Oct, 2013",1 Reviews,5.0
1396,Web-Engineering I: Grundlagen der Web-Entwicklung,-1,iversity,"15th Oct, 2013",3 Reviews,1.0
1397,Desarrollo de Aplicaciones en HTML5 y para Dispositivos Móviles Firefox O.S.,-1,Miríadax,"11th Nov, 2013",1 Reviews,3.0
1398,Mobile Web Development,Google,Udacity,"6th Jan, 2014",None,-1
1399,Web Engineering II: Developing Mobile HTML5 Apps,Technische Hochschule Mittelhessen,iversity,"17th Jan, 2014",2 Reviews,3.5
